Abundance,Reference,Sampling_effort,species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
0,Cameron et al. 2011,15,Bombus impatiens,100,95,47,3832,209,11,198,58,147,150,53,2482,396,41,62,1146,168,187,1072
1,Cameron et al. 2011,120,Bombus bifarius,22,155,42,7263,219,-143,362,94,-66,118,-66,570,61,35,20,170,115,168,115
0,Cameron et al. 2011,120,Bombus impatiens,22,155,42,7263,219,-143,362,94,-66,118,-66,570,61,35,20,170,115,168,115
7,Cameron et al. 2011,30,Bombus bifarius,43,169,42,7904,248,-151,399,145,-59,145,-59,439,75,14,51,187,52,187,52
0,Cameron et al. 2011,30,Bombus impatiens,43,169,42,7904,248,-151,399,145,-59,145,-59,439,75,14,51,187,52,187,52
10,Cameron et al. 2011,90,Bombus bifarius,70,184,45,7634,284,-122,406,148,-23,172,-23,439,61,11,46,170,44,167,44
0,Cameron et al. 2011,90,Bombus impatiens,70,184,45,7634,284,-122,406,148,-23,172,-23,439,61,11,46,170,44,167,44
36,Cameron et al. 2011,60,Bombus bifarius,58,147,36,8365,280,-118,398,90,125,168,-47,361,44,24,18,111,76,94,88
0,Cameron et al. 2011,60,Bombus impatiens,58,147,36,8365,280,-118,398,90,125,168,-47,361,44,24,18,111,76,94,88
0,Cameron et al. 2011,30,Bombus bifarius,28,181,43,7812,237,-175,412,123,62,128,-71,597,70,31,21,193,118,167,134
0,Cameron et al. 2011,30,Bombus impatiens,28,181,43,7812,237,-175,412,123,62,128,-71,597,70,31,21,193,118,167,134
3,Cameron et al. 2011,30,Bombus bifarius,49,178,43,7511,280,-126,406,-34,144,148,-44,362,41,16,27,118,55,67,107
0,Cameron et al. 2011,30,Bombus impatiens,49,178,43,7511,280,-126,406,-34,144,148,-44,362,41,16,27,118,55,67,107
25,Cameron et al. 2011,16,Bombus bifarius,25,129,36,7677,222,-128,350,-59,128,128,-66,900,109,39,34,312,124,124,306
0,Cameron et al. 2011,16,Bombus impatiens,25,129,36,7677,222,-128,350,-59,128,128,-66,900,109,39,34,312,124,124,306
13,Cameron et al. 2011,30,Bombus bifarius,46,176,44,7665,255,-143,398,148,-49,148,-49,456,76,10,55,201,41,201,41
0,Cameron et al. 2011,30,Bombus impatiens,46,176,44,7665,255,-143,398,148,-49,148,-49,456,76,10,55,201,41,201,41
6,Cameron et al. 2011,25,Bombus bifarius,58,160,40,7909,267,-125,392,156,92,162,-41,308,47,14,32,114,54,96,66
0,Cameron et al. 2011,25,Bombus impatiens,58,160,40,7909,267,-125,392,156,92,162,-41,308,47,14,32,114,54,96,66
14,Cameron et al. 2011,30,Bombus bifarius,45,138,44,6049,234,-77,311,-18,127,127,-25,1113,189,15,65,538,73,73,495
0,Cameron et al. 2011,30,Bombus impatiens,45,138,44,6049,234,-77,311,-18,127,127,-25,1113,189,15,65,538,73,73,495
44,Cameron et al. 2011,30,Bombus bifarius,18,161,41,7834,239,-153,392,96,-67,120,-81,381,55,17,34,138,65,124,66
0,Cameron et al. 2011,30,Bombus impatiens,18,161,41,7834,239,-153,392,96,-67,120,-81,381,55,17,34,138,65,124,66
2,Cameron et al. 2011,25,Bombus bifarius,41,156,40,7717,245,-137,382,137,72,142,-55,380,53,18,28,132,68,113,86
0,Cameron et al. 2011,25,Bombus impatiens,41,156,40,7717,245,-137,382,137,72,142,-55,380,53,18,28,132,68,113,86
24,Cameron et al. 2011,30,Bombus bifarius,11,136,36,7881,218,-150,368,38,-81,119,-81,511,67,29,31,191,88,139,88
0,Cameron et al. 2011,30,Bombus impatiens,11,136,36,7881,218,-150,368,38,-81,119,-81,511,67,29,31,191,88,139,88
4,Cameron et al. 2011,30,Bombus bifarius,60,159,40,7914,283,-112,395,43,161,165,-38,421,46,17,29,136,58,74,122
0,Cameron et al. 2011,30,Bombus impatiens,60,159,40,7914,283,-112,395,43,161,165,-38,421,46,17,29,136,58,74,122
22,Cameron et al. 2011,30,Bombus bifarius,48,150,38,8056,264,-122,386,-40,154,154,-52,659,70,32,26,208,102,102,207
0,Cameron et al. 2011,30,Bombus impatiens,48,150,38,8056,264,-122,386,-40,154,154,-52,659,70,32,26,208,102,102,207
0,Cameron et al. 2011,30,Bombus bifarius,84,122,37,6959,280,-49,329,2,172,175,-3,535,70,18,37,204,67,79,188
0,Cameron et al. 2011,30,Bombus impatiens,84,122,37,6959,280,-49,329,2,172,175,-3,535,70,18,37,204,67,79,188
0,Cameron et al. 2011,30,Bombus bifarius,65,93,38,5325,210,-33,243,6,134,135,2,2155,321,47,52,942,206,216,866
0,Cameron et al. 2011,30,Bombus impatiens,65,93,38,5325,210,-33,243,6,134,135,2,2155,321,47,52,942,206,216,866
5,Cameron et al. 2011,30,Bombus bifarius,15,106,33,7136,192,-122,314,-67,107,107,-73,964,157,32,52,439,117,117,403
0,Cameron et al. 2011,30,Bombus impatiens,15,106,33,7136,192,-122,314,-67,107,107,-73,964,157,32,52,439,117,117,403
28,Cameron et al. 2011,120,Bombus bifarius,44,151,40,7572,259,-116,375,-44,138,142,-53,485,61,19,30,171,72,91,160
0,Cameron et al. 2011,120,Bombus impatiens,44,151,40,7572,259,-116,375,-44,138,142,-53,485,61,19,30,171,72,91,160
2,Cameron et al. 2011,30,Bombus bifarius,-6,159,38,8612,218,-191,409,-100,64,106,-114,628,71,40,17,192,129,146,187
0,Cameron et al. 2011,30,Bombus impatiens,-6,159,38,8612,218,-191,409,-100,64,106,-114,628,71,40,17,192,129,146,187
0,Cameron et al. 2011,30,Bombus bifarius,80,146,46,6364,243,-72,315,154,71,163,0,550,118,15,71,290,70,269,94
0,Cameron et al. 2011,30,Bombus impatiens,80,146,46,6364,243,-72,315,154,71,163,0,550,118,15,71,290,70,269,94
46,Cameron et al. 2011,90,Bombus bifarius,45,177,44,7644,255,-145,400,146,-49,146,-49,450,74,10,55,196,41,196,41
0,Cameron et al. 2011,90,Bombus impatiens,45,177,44,7644,255,-145,400,146,-49,146,-49,450,74,10,55,196,41,196,41
0,Cameron et al. 2011,30,Bombus bifarius,9,146,40,7187,216,-144,360,-60,105,106,-73,591,63,32,21,178,103,114,175
0,Cameron et al. 2011,30,Bombus impatiens,9,146,40,7187,216,-144,360,-60,105,106,-73,591,63,32,21,178,103,114,175
1,Cameron et al. 2011,30,Bombus bifarius,2,131,38,7491,198,-141,339,-21,-85,102,-85,568,57,37,13,165,122,153,122
0,Cameron et al. 2011,30,Bombus impatiens,2,131,38,7491,198,-141,339,-21,-85,102,-85,568,57,37,13,165,122,153,122
0,Cameron et al. 2011,15,Bombus bifarius,64,174,48,6656,248,-108,356,144,95,151,-19,484,99,14,69,259,55,220,82
0,Cameron et al. 2011,15,Bombus impatiens,64,174,48,6656,248,-108,356,144,95,151,-19,484,99,14,69,259,55,220,82
7,Cameron et al. 2011,30,Bombus bifarius,40,145,36,8214,260,-132,392,70,107,149,-61,451,49,29,15,127,91,105,122
0,Cameron et al. 2011,30,Bombus impatiens,40,145,36,8214,260,-132,392,70,107,149,-61,451,49,29,15,127,91,105,122
0,Cameron et al. 2011,30,Bombus bifarius,102,112,43,5023,253,-2,255,44,167,167,40,1481,236,26,58,686,127,130,620
0,Cameron et al. 2011,30,Bombus impatiens,102,112,43,5023,253,-2,255,44,167,167,40,1481,236,26,58,686,127,130,620
17,Cameron et al. 2011,30,Bombus bifarius,17,136,38,7474,216,-139,355,89,-73,116,-73,608,91,28,38,232,103,196,103
0,Cameron et al. 2011,30,Bombus impatiens,17,136,38,7474,216,-139,355,89,-73,116,-73,608,91,28,38,232,103,196,103
4,Cameron et al. 2011,20,Bombus bifarius,24,115,34,7575,212,-124,336,-65,121,121,-72,762,125,29,51,345,102,102,317
0,Cameron et al. 2011,20,Bombus impatiens,24,115,34,7575,212,-124,336,-65,121,121,-72,762,125,29,51,345,102,102,317
5,Cameron et al. 2011,30,Bombus bifarius,25,152,37,8729,248,-157,405,64,-28,141,-82,339,47,20,26,120,68,85,70
0,Cameron et al. 2011,30,Bombus impatiens,25,152,37,8729,248,-157,405,64,-28,141,-82,339,47,20,26,120,68,85,70
0,Cameron et al. 2011,20,Bombus bifarius,55,95,37,5481,205,-46,251,-3,127,129,-8,2146,351,27,61,996,149,157,943
0,Cameron et al. 2011,20,Bombus impatiens,55,95,37,5481,205,-46,251,-3,127,129,-8,2146,351,27,61,996,149,157,943
0,Cameron et al. 2011,25,Bombus bifarius,91,99,41,4926,233,-3,236,36,156,156,32,2185,364,36,64,1031,143,169,967
0,Cameron et al. 2011,25,Bombus impatiens,91,99,41,4926,233,-3,236,36,156,156,32,2185,364,36,64,1031,143,169,967
0,Cameron et al. 2011,30,Bombus bifarius,92,100,42,4930,233,-3,236,36,156,156,33,2152,360,36,64,1016,142,142,953
0,Cameron et al. 2011,30,Bombus impatiens,92,100,42,4930,233,-3,236,36,156,156,33,2152,360,36,64,1016,142,142,953
0,Cameron et al. 2011,15,Bombus bifarius,83,123,37,6908,278,-50,328,1,170,172,-4,539,72,18,38,207,67,79,192
0,Cameron et al. 2011,15,Bombus impatiens,83,123,37,6908,278,-50,328,1,170,172,-4,539,72,18,38,207,67,79,192
0,Cameron et al. 2011,30,Bombus bifarius,83,123,37,6908,278,-50,328,1,170,172,-4,539,72,18,38,207,67,79,192
0,Cameron et al. 2011,30,Bombus impatiens,83,123,37,6908,278,-50,328,1,170,172,-4,539,72,18,38,207,67,79,192
24,Cameron et al. 2011,30,Bombus bifarius,12,135,39,7534,211,-134,345,87,-76,112,-76,513,54,31,17,156,102,147,102
0,Cameron et al. 2011,30,Bombus impatiens,12,135,39,7534,211,-134,345,87,-76,112,-76,513,54,31,17,156,102,147,102
19,Cameron et al. 2011,35,Bombus bifarius,36,152,36,8785,253,-162,415,-63,75,148,-79,420,39,26,11,115,89,97,114
0,Cameron et al. 2011,35,Bombus impatiens,36,152,36,8785,253,-162,415,-63,75,148,-79,420,39,26,11,115,89,97,114
24,Cameron et al. 2011,30,Bombus bifarius,10,133,36,7871,216,-147,363,38,-81,118,-81,526,69,29,32,199,88,147,88
0,Cameron et al. 2011,30,Bombus impatiens,10,133,36,7871,216,-147,363,38,-81,118,-81,526,69,29,32,199,88,147,88
3,Cameron et al. 2011,30,Bombus bifarius,6,128,36,7895,206,-148,354,-20,111,111,-86,510,51,37,8,140,121,121,127
0,Cameron et al. 2011,30,Bombus impatiens,6,128,36,7895,206,-148,354,-20,111,111,-86,510,51,37,8,140,121,121,127
2,Cameron et al. 2011,20,Bombus bifarius,35,86,32,6304,190,-76,266,-36,117,118,-40,1918,325,34,63,933,151,164,861
0,Cameron et al. 2011,20,Bombus impatiens,35,86,32,6304,190,-76,266,-36,117,118,-40,1918,325,34,63,933,151,164,861
29,Cameron et al. 2011,30,Bombus bifarius,27,185,42,8387,244,-190,434,128,66,133,-82,482,58,27,21,160,99,140,104
0,Cameron et al. 2011,30,Bombus impatiens,27,185,42,8387,244,-190,434,128,66,133,-82,482,58,27,21,160,99,140,104
0,Cameron et al. 2011,30,Bombus bifarius,61,172,36,9746,306,-167,473,111,-66,188,-66,308,51,12,46,132,41,86,41
0,Cameron et al. 2011,30,Bombus impatiens,61,172,36,9746,306,-167,473,111,-66,188,-66,308,51,12,46,132,41,86,41
56,Cameron et al. 2011,20,Bombus bifarius,20,148,40,7430,217,-147,364,114,46,118,-70,498,63,23,24,158,89,138,124
0,Cameron et al. 2011,20,Bombus impatiens,20,148,40,7430,217,-147,364,114,46,118,-70,498,63,23,24,158,89,138,124
0,Cameron et al. 2011,30,Bombus bifarius,73,157,35,9843,311,-133,444,173,-53,202,-53,348,64,7,63,170,28,141,28
0,Cameron et al. 2011,30,Bombus impatiens,73,157,35,9843,311,-133,444,173,-53,202,-53,348,64,7,63,170,28,141,28
0,Cameron et al. 2011,30,Bombus bifarius,85,105,46,4375,220,-7,227,38,141,144,34,2363,401,30,67,1144,139,156,1068
0,Cameron et al. 2011,30,Bombus impatiens,85,105,46,4375,220,-7,227,38,141,144,34,2363,401,30,67,1144,139,156,1068
13,Cameron et al. 2011,30,Bombus bifarius,32,148,36,8641,246,-160,406,-65,69,143,-79,451,42,27,11,125,95,102,124
0,Cameron et al. 2011,30,Bombus impatiens,32,148,36,8641,246,-160,406,-65,69,143,-79,451,42,27,11,125,95,102,124
63,Cameron et al. 2011,30,Bombus bifarius,12,142,37,8036,224,-151,375,-71,114,118,-85,581,59,33,17,172,112,113,170
0,Cameron et al. 2011,30,Bombus impatiens,12,142,37,8036,224,-151,375,-71,114,118,-85,581,59,33,17,172,112,113,170
16,Cameron et al. 2011,60,Bombus bifarius,12,142,37,8036,224,-151,375,-71,114,118,-85,581,59,33,17,172,112,113,170
0,Cameron et al. 2011,60,Bombus impatiens,12,142,37,8036,224,-151,375,-71,114,118,-85,581,59,33,17,172,112,113,170
0,Cameron et al. 2011,40,Bombus bifarius,114,172,49,6376,326,-24,350,41,197,197,37,986,178,5,78,509,35,35,492
0,Cameron et al. 2011,40,Bombus impatiens,114,172,49,6376,326,-24,350,41,197,197,37,986,178,5,78,509,35,35,492
10,Cameron et al. 2011,64,Bombus bifarius,42,168,42,7672,252,-139,391,138,72,142,-54,400,54,17,26,133,69,113,98
0,Cameron et al. 2011,64,Bombus impatiens,42,168,42,7672,252,-139,391,138,72,142,-54,400,54,17,26,133,69,113,98
11,Cameron et al. 2011,30,Bombus bifarius,93,80,41,4162,206,11,195,47,147,147,42,764,115,23,50,334,86,86,298
0,Cameron et al. 2011,30,Bombus impatiens,93,80,41,4162,206,11,195,47,147,147,42,764,115,23,50,334,86,86,298
4,Cameron et al. 2011,60,Bombus bifarius,66,155,39,8175,283,-105,388,149,-35,175,-35,346,62,10,56,157,33,125,33
0,Cameron et al. 2011,60,Bombus impatiens,66,155,39,8175,283,-105,388,149,-35,175,-35,346,62,10,56,157,33,125,33
4,Cameron et al. 2011,30,Bombus bifarius,37,158,44,6824,224,-131,355,120,68,126,-48,667,102,36,37,255,111,235,148
0,Cameron et al. 2011,30,Bombus impatiens,37,158,44,6824,224,-131,355,120,68,126,-48,667,102,36,37,255,111,235,148
0,Cameron et al. 2011,15,Bombus bifarius,42,160,44,6977,231,-131,362,126,73,132,-47,634,98,35,37,242,107,223,139
0,Cameron et al. 2011,15,Bombus impatiens,42,160,44,6977,231,-131,362,126,73,132,-47,634,98,35,37,242,107,223,139
4,Cameron et al. 2011,15,Bombus bifarius,42,160,44,6977,231,-131,362,126,73,132,-47,634,98,35,37,242,107,223,139
0,Cameron et al. 2011,15,Bombus impatiens,42,160,44,6977,231,-131,362,126,73,132,-47,634,98,35,37,242,107,223,139
9,Cameron et al. 2011,15,Bombus bifarius,42,159,44,6950,230,-129,359,126,74,132,-46,637,99,35,37,245,108,227,138
0,Cameron et al. 2011,15,Bombus impatiens,42,159,44,6950,230,-129,359,126,74,132,-46,637,99,35,37,245,108,227,138
4,Cameron et al. 2011,45,Bombus bifarius,43,146,40,7090,252,-108,360,-39,132,134,-47,572,66,22,27,191,85,104,178
0,Cameron et al. 2011,45,Bombus impatiens,43,146,40,7090,252,-108,360,-39,132,134,-47,572,66,22,27,191,85,104,178
15,Cameron et al. 2011,50,Bombus bifarius,43,146,40,7090,252,-108,360,-39,132,134,-47,572,66,22,27,191,85,104,178
0,Cameron et al. 2011,50,Bombus impatiens,43,146,40,7090,252,-108,360,-39,132,134,-47,572,66,22,27,191,85,104,178
0,Cameron et al. 2011,30,Bombus bifarius,27,146,40,7176,235,-127,362,-55,117,119,-64,602,73,23,29,209,89,109,196
0,Cameron et al. 2011,30,Bombus impatiens,27,146,40,7176,235,-127,362,-55,117,119,-64,602,73,23,29,209,89,109,196
0,Cameron et al. 2011,15,Bombus bifarius,72,133,45,5958,223,-69,292,139,63,148,-4,617,136,13,71,326,72,303,111
0,Cameron et al. 2011,15,Bombus impatiens,72,133,45,5958,223,-69,292,139,63,148,-4,617,136,13,71,326,72,303,111
0,Cameron et al. 2011,25,Bombus bifarius,41,80,37,4670,168,-43,211,-5,102,106,-9,2400,390,51,59,1099,189,213,1029
0,Cameron et al. 2011,25,Bombus impatiens,41,80,37,4670,168,-43,211,-5,102,106,-9,2400,390,51,59,1099,189,213,1029
0,Cameron et al. 2011,24,Bombus bifarius,109,131,38,7290,312,-30,342,22,200,205,18,397,50,14,33,144,52,63,132
0,Cameron et al. 2011,24,Bombus impatiens,109,131,38,7290,312,-30,342,22,200,205,18,397,50,14,33,144,52,63,132
0,Cameron et al. 2011,30,Bombus bifarius,91,85,40,4393,211,2,209,41,148,148,38,851,145,18,62,411,70,70,372
0,Cameron et al. 2011,30,Bombus impatiens,91,85,40,4393,211,2,209,41,148,148,38,851,145,18,62,411,70,70,372
0,Cameron et al. 2011,30,Bombus bifarius,97,80,41,4024,207,15,192,52,148,148,47,603,86,21,45,256,76,76,229
0,Cameron et al. 2011,30,Bombus impatiens,97,80,41,4024,207,15,192,52,148,148,47,603,86,21,45,256,76,76,229
0,Cameron et al. 2011,30,Bombus bifarius,98,178,48,6523,311,-57,368,21,183,183,17,646,103,4,63,288,38,38,284
0,Cameron et al. 2011,30,Bombus impatiens,98,178,48,6523,311,-57,368,21,183,183,17,646,103,4,63,288,38,38,284
25,Cameron et al. 2011,30,Bombus bifarius,94,76,40,4123,203,14,189,49,147,147,43,695,108,20,55,319,72,79,287
0,Cameron et al. 2011,30,Bombus impatiens,94,76,40,4123,203,14,189,49,147,147,43,695,108,20,55,319,72,79,287
33,Cameron et al. 2011,30,Bombus bifarius,35,88,34,5931,186,-72,258,-29,112,115,-34,2052,336,33,62,979,153,167,911
0,Cameron et al. 2011,30,Bombus impatiens,35,88,34,5931,186,-72,258,-29,112,115,-34,2052,336,33,62,979,153,167,911
0,Cameron et al. 2011,30,Bombus bifarius,-17,130,38,7387,171,-166,337,-40,-7,81,-104,736,77,45,15,219,154,192,171
0,Cameron et al. 2011,30,Bombus impatiens,-17,130,38,7387,171,-166,337,-40,-7,81,-104,736,77,45,15,219,154,192,171
0,Tonietto et al. 2011,1,Bombus impatiens,99,98,25,9851,287,-92,379,222,-33,222,-33,918,100,38,27,297,146,297,146
0,Tonietto et al. 2011,1,Bombus impatiens,99,98,25,9855,286,-92,378,221,-33,221,-33,913,100,38,26,296,145,296,145
1,Tonietto et al. 2011,1,Bombus impatiens,101,99,25,9912,290,-91,381,224,-32,224,-32,931,100,38,26,298,148,298,148
0,Tonietto et al. 2011,1,Bombus impatiens,93,99,26,9812,281,-98,379,215,-38,215,-38,902,101,36,27,295,141,295,141
0,Tonietto et al. 2011,1,Bombus impatiens,96,98,26,9762,282,-94,376,217,-35,217,-35,902,100,37,27,293,143,293,143
0,Tonietto et al. 2011,1,Bombus impatiens,99,98,25,9851,287,-92,379,222,-33,222,-33,918,100,38,27,297,146,297,146
0,Tonietto et al. 2011,1,Bombus impatiens,99,98,25,9855,286,-92,378,221,-33,221,-33,913,100,38,26,296,145,296,145
0,Tonietto et al. 2011,1,Bombus impatiens,99,99,26,9881,287,-92,379,222,-33,222,-33,917,101,37,27,298,145,298,145
3,Tonietto et al. 2011,1,Bombus impatiens,99,99,25,9892,288,-93,381,222,-34,222,-34,917,101,37,27,299,144,299,144
2,Tonietto et al. 2011,1,Bombus impatiens,101,98,25,9866,288,-90,378,223,-32,223,-32,918,99,38,26,296,146,296,146
0,Tonietto et al. 2011,1,Bombus impatiens,100,98,25,9845,287,-91,378,222,-32,222,-32,913,99,38,26,295,145,295,145
1,Tonietto et al. 2011,1,Bombus impatiens,98,98,25,9808,285,-92,377,220,-33,220,-33,907,100,37,27,295,143,295,143
1,Tonietto et al. 2011,1,Bombus impatiens,89,101,26,9816,277,-105,382,210,-44,210,-44,891,101,34,29,295,135,295,135
2,Tonietto et al. 2011,1,Bombus impatiens,85,100,26,9732,270,-110,380,204,-47,204,-47,872,99,31,30,291,128,291,128
3,Tonietto et al. 2011,1,Bombus impatiens,97,115,28,10108,293,-109,402,200,-42,220,-42,929,102,36,29,301,137,293,137
1,Tonietto et al. 2011,1,Bombus impatiens,96,103,26,9873,287,-97,384,219,-36,219,-36,916,103,36,28,300,142,300,142
0,Tonietto et al. 2011,1,Bombus impatiens,93,99,26,9812,281,-98,379,215,-38,215,-38,902,101,36,27,295,141,295,141
5,Tonietto et al. 2011,1,Bombus impatiens,92,99,26,9773,279,-99,378,214,-39,214,-39,899,100,36,28,293,140,293,140
